product_key,SKU_number,product_description,package_type,package_size,size,color,brand,category,subcategory,department,manufacturer,weight,unit_of_measure,unit_price_base
550,FK000549,Back manager important own American. As help letter. Against security face better wife left.,Bag,Medium,N/A,WhiteSmoke,Kellogg's,Food,Specialty,Food,Kellogg's,982,g,36.47
551,SN000550,Crime talk nice but. Itself end few more cost tough thing.,Pallet,Large,XL,LightSkyBlue,Nike,Sports,Sports Wear,Sports,Nike,3247,g,6.93
552,HI000551,Particularly center six then allow agreement. Standard partner off at decade student under.,Crate,X-Large,L,MediumAquaMarine,IKEA,Home & Garden,Kitchen,Home & Garden,IKEA,6523,g,16.43
553,BE000552,Relate power important our reveal. Market answer report cold budget just.,Bag,Medium,XL,LemonChiffon,Estee Lauder,Beauty,Hair Care,Beauty,Estee Lauder,331,g,620.56
554,TF000553,Husband seven physical talk. Dog page whose. Fine plant hair newspaper beat.,Envelope,Large,N/A,Snow,Fisher-Price,Toys,Action Figures,Toys,Fisher-Price,919,g,750.28
555,CA000554,Chair after maintain pick raise remember reveal must. Necessary whose thousand save.,Bag,Medium,XS,LightSalmon,Adidas,Clothing,Accessories,Clothing,Adidas,902,g,768.8
556,SP000555,Until blue year issue task build. Church meet though need down.,Bag,Medium,S,LightCoral,Puma,Sports,Sports Wear,Sports,Puma,3947,g,984.77
557,FN000556,Direction which year hear step seat us. Certainly let response admit purpose.,Envelope,Medium,L,LightYellow,Nestle,Food,Snacks,Food,Nestle,709,g,909.52
558,FK000557,Use play politics firm discuss here.,Pallet,Medium,XS,White,Kellogg's,Food,Beverages,Food,Kellogg's,1833,g,973.93
559,SU000558,Human think business close son.,Pallet,X-Large,N/A,PapayaWhip,Under Armour,Sports,Outdoor Gear,Sports,Under Armour,9091,g,860.62
560,SN000559,Performance toward friend him team yeah other. Item present member son scientist.,Box,Medium,XL,MediumSlateBlue,Nike,Sports,Exercise Equipment,Sports,Nike,5119,g,794.4
561,HI000560,Democratic expert late degree probably toward student. Between former without recent.,Bag,Large,XS,GoldenRod,IKEA,Home & Garden,Bedding,Home & Garden,IKEA,5544,g,184.28
562,SU000561,Sister mouth describe unit weight campaign stop. Own pass local market environment.,Crate,X-Large,XS,SpringGreen,Under Armour,Sports,Sports Wear,Sports,Under Armour,5964,g,92.18
563,HA000562,Remember next day many discuss consumer. White clear region just.,Box,X-Large,N/A,Linen,Ashley,Home & Garden,Kitchen,Home & Garden,Ashley,18989,g,684.65
564,FK000563,Dream old new government affect life myself. Little never herself source federal war successful.,Envelope,X-Large,XL,DarkBlue,Kellogg's,Food,Beverages,Food,Kellogg's,1803,g,83.7
565,FN000564,Full think space. Sell join could but sort.,Bag,Medium,XS,Purple,Nestle,Food,Pantry,Food,Nestle,256,g,93.02
566,TL000565,Experience writer course knowledge good. Star rock west government to we visit.,Bag,Medium,XL,Navy,Lego,Toys,Action Figures,Toys,Lego,1243,g,872.13
567,SP000566,Head keep sister happen. However forget ask eat close week.,Bag,Large,M,Peru,Puma,Sports,Exercise Equipment,Sports,Puma,3179,g,150.18
568,SU000567,Then reality serve rise accept open. A when authority open care bar news.,Box,Medium,XL,MediumTurquoise,Under Armour,Sports,Exercise Equipment,Sports,Under Armour,3349,g,879.09
569,CN000568,Option learn cell. Yeah usually professional maybe may care.,Envelope,Medium,N/A,PaleVioletRed,Nike,Clothing,Outerwear,Clothing,Nike,555,g,750.72
570,CZ000569,After former opportunity cold. Easy against board write yard billion instead.,Box,Small,L,DarkGreen,Zara,Clothing,Dresses,Clothing,Zara,829,g,663.1
571,CZ000570,White morning partner even. Field modern avoid size picture part manager.,Box,X-Large,S,HotPink,Zara,Clothing,Dresses,Clothing,Zara,127,g,622.82
572,TM000571,Different report much position. Score hospital teach she care main.,Envelope,Medium,S,Olive,Mattel,Toys,Board Games,Toys,Mattel,2041,g,823.32
573,HW000572,Benefit upon need want different Republican like. Hour create detail yard watch.,Box,X-Large,XL,Pink,Wayfair,Home & Garden,Decor,Home & Garden,Wayfair,17029,g,726.52
574,EA000573,Despite discover turn ready. Issue hard impact.,Box,X-Large,M,DarkOrchid,Apple,Electronics,Accessories,Electronics,Apple,4954,g,220.52
575,CZ000574,Station place father life movie security surface end. Job create garden career notice world do.,Box,Large,S,MistyRose,Zara,Clothing,Shoes,Clothing,Zara,485,g,977.7
576,BM000575,Strong boy measure hundred several product. But also memory population collection.,Box,Small,XS,FloralWhite,MAC,Beauty,Makeup,Beauty,MAC,183,g,134.82
577,SU000576,Our change use look. Court language particularly.,Crate,Small,N/A,MediumBlue,Under Armour,Sports,Team Sports,Sports,Under Armour,9883,g,665.43
578,BM000577,Media fact effect western. Create campaign game action.,Crate,X-Large,XS,Navy,MAC,Beauty,Hair Care,Beauty,MAC,185,g,739.93
579,HI000578,One heavy raise agreement medical home. Fly change worker tough season necessary home.,Box,Medium,S,DarkTurquoise,IKEA,Home & Garden,Garden Tools,Home & Garden,IKEA,7041,g,670.54
580,FK000579,Final interview father spring. Agreement thank tax indicate game.,Crate,Large,N/A,Khaki,Kraft,Food,Specialty,Food,Kraft,1043,g,128.54
581,CU000580,Democrat paper brother admit.,Pallet,Small,M,Turquoise,Uniqlo,Clothing,Pants,Clothing,Uniqlo,968,g,545.26
582,EA000581,Bad war no visit rock reality. Short administration address before.,Pallet,Large,XL,Cyan,Apple,Electronics,Tablets,Electronics,Apple,503,g,195.78
583,SP000582,North process though our represent fund area mouth. Research week culture interesting.,Bag,Large,L,SeaGreen,Puma,Sports,Outdoor Gear,Sports,Puma,6463,g,334.71
584,BL000583,Night then short positive. Eight president maybe build heart sell.,Box,Medium,XL,Brown,L'Oreal,Beauty,Skincare,Beauty,L'Oreal,77,g,712.75
585,FK000584,Mind financial remember business international. Same these either open hotel board political.,Envelope,X-Large,XS,Aqua,Kraft,Food,Pantry,Food,Kraft,527,g,56.49
586,BH000585,Method hope reflect. Present show appear behind alone.,Pallet,Small,L,Sienna,HarperCollins,Books,Non-Fiction,Books,HarperCollins,1439,g,797.73
587,BH000586,Last central she forget board year fish. Thus treatment military center charge require.,Envelope,Small,M,CadetBlue,HarperCollins,Books,Children,Books,HarperCollins,350,g,694.69
588,FN000587,Sure serious travel bag wait theory. Minute she choose sign take allow provide.,Envelope,X-Large,M,DarkOrange,Nestle,Food,Pantry,Food,Nestle,215,g,327.04
589,TL000588,Western mouth course difficult save coach. Ahead test work. Magazine bit may night check.,Pallet,Medium,M,MidnightBlue,Lego,Toys,Educational Toys,Toys,Lego,2129,g,189.4
590,BP000589,Center system shake us.,Pallet,Large,XS,MidnightBlue,Penguin,Books,Educational,Books,Penguin,213,g,119.17
591,EA000590,Kid nothing more actually fear. He age moment even. Create doctor natural.,Pallet,X-Large,M,SeaShell,Apple,Electronics,Laptops,Electronics,Apple,1078,g,195.11
592,FG000591,Increase white responsibility international station. Speech truth culture stop decide son.,Envelope,Large,XS,MintCream,General Mills,Food,Snacks,Food,General Mills,747,g,130.38
593,SN000592,Rest beautiful next grow. Yard night fight any foot leave respond.,Box,Small,S,PaleTurquoise,Nike,Sports,Outdoor Gear,Sports,Nike,7801,g,602.09
594,EL000593,Continue one become city increase.,Crate,Medium,L,Linen,LG,Electronics,Accessories,Electronics,LG,580,g,342.21
595,TL000594,Bed watch federal role loss my. Unit agency picture response since. Your on treat think.,Bag,X-Large,N/A,DarkMagenta,Lego,Toys,Outdoor Toys,Toys,Lego,447,g,207.54
596,ES000595,Economy feeling agency enjoy leg east picture benefit.,Box,Large,S,Chartreuse,Sony,Electronics,Tablets,Electronics,Sony,1015,g,443.98
597,SP000596,Late perform hand even often lose. Ahead modern heart break time.,Box,X-Large,XS,Orchid,Puma,Sports,Exercise Equipment,Sports,Puma,739,g,627.54
598,BH000597,Generation will pattern well detail. Suddenly process against rule above ever.,Pallet,X-Large,XS,Thistle,HarperCollins,Books,Non-Fiction,Books,HarperCollins,737,g,724.85
599,BL000598,Fine from create. Accept increase year all to.,Pallet,Medium,XS,ForestGreen,L'Oreal,Beauty,Hair Care,Beauty,L'Oreal,276,g,166.79
600,ED000599,Case data study total check soldier relationship quite. Figure run wait agree impact me.,Envelope,X-Large,N/A,Tan,Dell,Electronics,Audio,Electronics,Dell,404,g,992.54
601,TF000600,Brother day during general. Cell me wall evening. Suffer thank walk toward yourself finally.,Pallet,Large,L,Khaki,Fisher-Price,Toys,Action Figures,Toys,Fisher-Price,1570,g,422.68
602,SP000601,Sit truth before democratic fish really safe trouble. Marriage positive experience.,Crate,Large,XS,Brown,Puma,Sports,Team Sports,Sports,Puma,8395,g,386.17
603,HH000602,Themselves television thus new.,Bag,Small,N/A,RosyBrown,HomeDepot,Home & Garden,Kitchen,Home & Garden,HomeDepot,8312,g,189.34
604,FK000603,Include around hotel push nothing. Behavior site break at. Other company thousand.,Envelope,Large,L,WhiteSmoke,Kellogg's,Food,Specialty,Food,Kellogg's,1947,g,177.23
605,BE000604,Season series lead yard. Less any least idea push decision avoid live. Next show policy half any.,Bag,Medium,XL,DarkBlue,Estee Lauder,Beauty,Fragrance,Beauty,Estee Lauder,281,g,772.32
606,HH000605,Reality owner group trial everybody action yes moment. Onto behavior research against know than.,Envelope,X-Large,XS,SeaGreen,HomeDepot,Home & Garden,Decor,Home & Garden,HomeDepot,2369,g,153.23
607,ES000606,Fund current course play require authority.,Crate,Large,S,MediumPurple,Samsung,Electronics,Tablets,Electronics,Samsung,1300,g,835.83
608,HW000607,Walk across might start series. Force sort back game finally.,Bag,Medium,M,Lavender,Wayfair,Home & Garden,Kitchen,Home & Garden,Wayfair,19252,g,369.71
609,BM000608,We international forget activity. Issue gas team together any leave pull admit.,Box,Small,N/A,Maroon,MAC,Beauty,Makeup,Beauty,MAC,343,g,565.91
610,BL000609,Factor approach inside red. Shake he model measure red take parent.,Bag,Small,XS,OrangeRed,L'Oreal,Beauty,Makeup,Beauty,L'Oreal,344,g,201.1
611,BH000610,Voice season model management. Simply continue lay thousand already. Set reveal oil leave white.,Box,X-Large,M,DarkSlateGray,HarperCollins,Books,Children,Books,HarperCollins,236,g,609.81
612,FG000611,What social after lot factor. Style you college sing southern. Three analysis store think.,Box,X-Large,N/A,Lavender,General Mills,Food,Beverages,Food,General Mills,480,g,730.79
613,BR000612,Strategy might especially important space. Offer sound good skill stock strategy.,Envelope,X-Large,N/A,AntiqueWhite,Random House,Books,Non-Fiction,Books,Random House,1823,g,667.13
614,HA000613,Begin onto any. Bag manage investment yeah the wall role.,Envelope,Large,L,MediumVioletRed,Ashley,Home & Garden,Furniture,Home & Garden,Ashley,5865,g,393.88
615,BL000614,Far few method later daughter realize reach. Prevent big base herself event still.,Bag,Medium,N/A,DeepSkyBlue,L'Oreal,Beauty,Skincare,Beauty,L'Oreal,135,g,326.73
616,SP000615,Still tonight trial at economic about wall.,Box,Large,S,GhostWhite,Puma,Sports,Exercise Equipment,Sports,Puma,7332,g,192.5
617,SP000616,Size guess seem current defense debate candidate. Tree process Republican forget.,Envelope,Medium,XS,MediumTurquoise,Puma,Sports,Sports Wear,Sports,Puma,3669,g,852.73
618,HA000617,Letter short control affect type treat. Federal too world herself.,Bag,Large,L,Wheat,Ashley,Home & Garden,Decor,Home & Garden,Ashley,12344,g,620.21
619,BP000618,Trip care customer night. Discover consider him them customer.,Envelope,Large,XS,Cornsilk,Penguin,Books,Children,Books,Penguin,1047,g,790.29
620,CZ000619,Customer customer travel voice red beyond. Sport not financial rule environment.,Box,Large,XS,MintCream,Zara,Clothing,Pants,Clothing,Zara,293,g,323.34
621,HW000620,Gas Republican represent able American worry visit. Take plan his unit no public week.,Pallet,Small,L,MediumSpringGreen,Wayfair,Home & Garden,Kitchen,Home & Garden,Wayfair,16952,g,254.68
622,SA000621,Face political scientist vote stay old TV.,Bag,Small,XS,LimeGreen,Adidas,Sports,Team Sports,Sports,Adidas,6637,g,117.82
623,EL000622,Clear artist parent make top. Art task trip should. Road feeling city all.,Bag,Medium,L,Azure,LG,Electronics,Gaming,Electronics,LG,435,g,202.46
624,HW000623,Record civil financial reach. Sign talk image after. Development college hot structure.,Pallet,Small,XL,DeepSkyBlue,Wayfair,Home & Garden,Furniture,Home & Garden,Wayfair,10555,g,128.36
625,CH000624,Room catch allow similar catch. Seven audience buy these here manage lay develop.,Envelope,Small,XS,PowderBlue,H&M,Clothing,Dresses,Clothing,H&M,831,g,470.51
626,BC000625,Feel ok general center significant.,Pallet,Medium,S,LightSlateGray,Clinique,Beauty,Fragrance,Beauty,Clinique,299,g,807.84
627,ES000626,Performance fish food. His alone white nice. Power board gun choice.,Box,X-Large,XS,LimeGreen,Samsung,Electronics,Audio,Electronics,Samsung,3789,g,751.71
628,BH000627,Rest when national difficult fill.,Pallet,Small,M,PaleTurquoise,HarperCollins,Books,Children,Books,HarperCollins,1109,g,849.47
629,EA000628,Room office often million tonight. Experience purpose option artist. Seem rock apply hundred.,Bag,X-Large,N/A,DarkTurquoise,Apple,Electronics,Audio,Electronics,Apple,379,g,119.51
630,SA000629,Lead mouth our catch area effect get. Change someone record adult court still.,Envelope,Large,XS,SkyBlue,Adidas,Sports,Outdoor Gear,Sports,Adidas,2681,g,439.35
631,HI000630,Reason TV require. Race war maintain some.,Bag,Small,L,SkyBlue,IKEA,Home & Garden,Decor,Home & Garden,IKEA,3270,g,523.66
632,SA000631,Four hit front improve much. Usually know simple stop address baby picture.,Pallet,Medium,N/A,YellowGreen,Adidas,Sports,Sports Wear,Sports,Adidas,6824,g,118.45
633,TF000632,Himself firm whose great doctor without. Face full growth admit eye example.,Crate,Medium,XS,Wheat,Fisher-Price,Toys,Educational Toys,Toys,Fisher-Price,2659,g,380.56
634,FG000633,White fish thus research central these attack.,Pallet,Medium,XL,OliveDrab,General Mills,Food,Beverages,Food,General Mills,1011,g,578.61
635,FK000634,Should man where story whom. Both mention middle up dream.,Envelope,Large,L,Fuchsia,Kellogg's,Food,Snacks,Food,Kellogg's,802,g,540.25
636,EA000635,Available house system receive north six same not. Decide moment film sometimes two successful.,Envelope,Large,L,PaleTurquoise,Apple,Electronics,Gaming,Electronics,Apple,2853,g,918.47
637,TM000636,Challenge debate age boy. Region deep forward wall sense. Week computer actually car here floor.,Crate,Medium,N/A,LightGoldenRodYellow,Mattel,Toys,Educational Toys,Toys,Mattel,2647,g,839.31
638,EA000637,Firm offer scene hotel whom fine.,Bag,Large,M,DarkKhaki,Apple,Electronics,Laptops,Electronics,Apple,3311,g,193.81
639,TM000638,Foreign effect able only eat look cut. Create view save here raise mission.,Bag,Medium,N/A,BurlyWood,Mattel,Toys,Board Games,Toys,Mattel,1027,g,81.68
640,CA000639,Collection high rise evening art. End argue decision until main also computer.,Crate,X-Large,XS,GoldenRod,Adidas,Clothing,Dresses,Clothing,Adidas,279,g,831.27
641,BP000640,Its away low like. Black everyone interest society listen.,Box,Small,N/A,MediumVioletRed,Penguin,Books,Non-Fiction,Books,Penguin,1469,g,84.11
642,SU000641,Clearly officer rest job car state plan. Newspaper white around help executive girl.,Pallet,Medium,M,RosyBrown,Under Armour,Sports,Sports Wear,Sports,Under Armour,9804,g,236.67
643,TF000642,Military risk system such police. Mind whose rate. Possible body dream doctor.,Pallet,X-Large,S,MediumSeaGreen,Fisher-Price,Toys,Board Games,Toys,Fisher-Price,523,g,626.52
644,ES000643,Yard coach environmental. Early radio technology order.,Envelope,Small,L,Crimson,Sony,Electronics,Tablets,Electronics,Sony,519,g,582.32
645,HW000644,Modern trip police strategy. Reason eight usually six. Couple natural analysis central field ask.,Box,Medium,XL,LightSlateGray,Wayfair,Home & Garden,Bedding,Home & Garden,Wayfair,19147,g,195.04
646,BR000645,Research together federal nature. Half quality protect page word.,Envelope,X-Large,XL,GhostWhite,Random House,Books,Children,Books,Random House,474,g,676.74
